1 0
2 0
4 0
8 0
16 1.31359e-16
32 -1.09422e-16
64 -9.36129e-17
128 0
256 2.17536e-16
512 -6.5149e-17
1024 2.36558e-16
2048 1.08287e-16
4096 -1.49775e-15
8192 -2.31581e-15
16384 1.3822e-15
32768 -8.90247e-16
65536 0
131072 -6.17952e-15
262144 6.87199e-15
524288 2.71357e-15
1048576 -2.65712e-14
2097152 -2.54129e-14
4194304 -3.00241e-14
8388608 -4.53778e-14
16777216 -7.97737e-14
33554432 -1.11705e-13
67108864 -4.55573e-14
134217728 3.43445e-14
268435456 7.43062e-14
536870912 2.42248e-14
1073741824 6.59122e-14
2147483648 -nan
4294967296 -nan
8589934592 -nan
