25.8708 1.85931
26.0989 1.61398
26.5786 0.654483
26.8941 -0.101768
27.5727 -1.29703
26.5458 0.731939
25.954 1.79033
26.6148 0.568269
26.1826 1.48286
25.9132 1.82724
28.3387 -1.34057
27.4481 -1.1546
27.2036 -0.763334
26.9559 -0.244468
25.6933 1.92089
25.3971 1.75536
26.4261 1.00443
26.6515 0.480305
26.2502 1.36303
26.1604 1.51945
25.9724 1.77174
25.9173 1.82376
27.4173 -1.11316
29.2796 -0.478199
29.2597 -0.495295
29.1785 -0.566902
29.9673 0.0219889
30.1602 0.157107
29.7545 -0.121197
30.1136 0.123426
30.6044 0.53089
31.8339 1.58155
32.3156 1.31271
32.2731 1.36275
31.7352 1.56169
33.6806 -1.72872
34.1472 -2.16423
34.0329 -2.13692
34.3663 -2.06126
34.5915 -1.75127
34.0354 -2.13809
35.2659 -0.012985
35.8188 1.3228
38.3023 -0.833952
37.2647 0.00542395
36.9651 0.684709
36.7114 1.19799
35.9469 1.50276
35.3209 0.145064
35.6281 0.946946
35.1381 -0.38527
35.6336 0.959327
34.7128 -1.50885
34.4447 -1.97572
34.4692 -1.94396
34.1175 -2.16244
33.6374 -1.64934
34.1682 -2.16323
33.6042 -1.5849
33.7173 -1.79176
33.7173 -1.79176
32.4229 1.1638
31.286 1.24768
32.7059 0.627894
32.8347 0.327775
35.4849 0.595893
34.653 -1.63429
35.7841 1.26354
35.4902 0.609726
35.8435 1.36245
36.1957 1.66114
36.7784 1.0746
37.1228 0.326559
37.2869 -0.0433981
37.3145 -0.103251
36.0595 1.60671
35.7744 1.24622
35.6844 1.06991
35.7143 1.13148
34.2944 -2.11747
35.4251 0.43629
35.2957 0.0730932
34.1975 -2.15867
34.1975 -2.15867
34.1975 -2.15867
34.1975 -2.15867
34.1975 -2.15867
33.158 -0.50871
33.9917 -2.11369
34.0071 -2.12316
34.0071 -2.12316
34.0071 -2.12316
34.0071 -2.12316
34.0071 -2.12316
34.0071 -2.12316
34.0071 -2.12316
34.1301 -2.16367
34.1301 -2.16367
34.1301 -2.16367
34.1301 -2.16367
33.6509 -1.67487
33.6509 -1.67487
33.6509 -1.67487
33.6509 -1.67487
33.6509 -1.67487
33.6533 -1.67916
33.9404 -2.0751
33.9926 -2.11426
33.9926 -2.11426
33.9926 -2.11426
33.9926 -2.11426
33.9926 -2.11426
34.4004 -2.02707
34.4004 -2.02707
34.4004 -2.02707
34.3215 -2.09886
34.3215 -2.09886
34.3215 -2.09886
34.3215 -2.09886
34.3215 -2.09886
34.3215 -2.09886
33.948 -2.08149
34.361 -2.06618
34.361 -2.06618
34.361 -2.06618
34.0461 -2.14288
34.0461 -2.14288
34.0461 -2.14288
34.0461 -2.14288
34.0461 -2.14288
34.0461 -2.14288
34.0461 -2.14288
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.0943 -2.15845
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1916 -2.15989
34.1569 -2.164
34.1569 -2.164
34.1569 -2.164
34.1569 -2.164
34.1569 -2.164
34.1569 -2.164
