-10 2.18729e-05
-9.9 4.10284e-05
-9.8 7.57562e-05
-9.7 0.00013766
-9.6 0.000246117
-9.5 0.000432817
-9.4 0.000748456
-9.3 0.0012723
-9.2 0.00212532
-9.1 0.00348742
-9 0.00561888
-8.9 0.00888504
-8.8 0.013782
-8.7 0.0209586
-8.6 0.0312271
-8.5 0.0455519
-8.4 0.0650027
-8.3 0.0906553
-8.2 0.123429
-8.1 0.163846
-8 0.211729
-7.9 0.265846
-7.8 0.323573
-7.7 0.380636
-7.6 0.431067
-7.5 0.467464
-7.4 0.481687
-7.3 0.466017
-7.2 0.414735
-7.1 0.325926
-7 0.203162
-6.9 0.0565809
-6.8 -0.0971432
-6.7 -0.23637
-6.6 -0.337758
-6.5 -0.380936
-6.4 -0.353784
-6.3 -0.257049
-6.2 -0.106769
-6.1 0.066807
-6 0.224461
-5.9 0.326898
-5.8 0.345456
-5.7 0.271691
-5.6 0.12251
-5.5 -0.0617757
-5.4 -0.227221
-5.3 -0.321982
-5.2 -0.31358
-5.1 -0.201776
-5 -0.0216631
-4.9 0.165704
-4.8 0.293381
-4.7 0.313053
-4.6 0.214882
-4.5 0.0341297
-4.4 -0.159775
-4.3 -0.289185
-4.2 -0.299856
-4.1 -0.18522
-4 0.00807589
-3.9 0.197608
-3.8 0.299864
-3.7 0.267794
-3.6 0.11407
-3.5 -0.0920691
-3.4 -0.254898
-3.3 -0.296696
-3.2 -0.195963
-3.1 -6.29617e-05
-3 0.195658
-2.9 0.293821
-2.8 0.244097
-2.7 0.0703706
-2.6 -0.13931
-2.5 -0.27663
-2.4 -0.269227
-2.3 -0.119894
-2.2 0.0930425
-2.1 0.255984
-2 0.280704
-1.9 0.152919
-1.8 -0.0583945
-1.7 -0.237451
-1.6 -0.285015
-1.5 -0.173993
-1.4 0.0342565
-1.3 0.22316
-1.2 0.286068
-1.1 0.186896
-1 -0.0185028
-0.9 -0.213274
-0.8 -0.285948
-0.7 -0.19454
-0.6 0.00872916
-0.5 0.206925
-0.4 0.285629
-0.3 0.199195
-0.2 -0.00251617
-0.1 -0.202756
-1.87905e-14 -0.285491
0.1 -0.202756
0.2 -0.00251617
0.3 0.199195
0.4 0.285629
0.5 0.206925
0.6 0.00872916
0.7 -0.19454
0.8 -0.285948
0.9 -0.213274
1 -0.0185028
1.1 0.186896
1.2 0.286068
1.3 0.22316
1.4 0.0342565
1.5 -0.173993
1.6 -0.285015
1.7 -0.237451
1.8 -0.0583945
1.9 0.152919
2 0.280704
2.1 0.255984
2.2 0.0930425
2.3 -0.119894
2.4 -0.269227
2.5 -0.27663
2.6 -0.13931
2.7 0.0703706
2.8 0.244097
2.9 0.293821
3 0.195658
3.1 -6.29617e-05
3.2 -0.195963
3.3 -0.296696
3.4 -0.254898
3.5 -0.0920691
3.6 0.11407
3.7 0.267794
3.8 0.299864
3.9 0.197608
4 0.00807589
4.1 -0.18522
4.2 -0.299856
4.3 -0.289185
4.4 -0.159775
4.5 0.0341297
4.6 0.214882
4.7 0.313053
4.8 0.293381
4.9 0.165704
5 -0.0216631
5.1 -0.201776
5.2 -0.31358
5.3 -0.321982
5.4 -0.227221
5.5 -0.0617757
5.6 0.12251
5.7 0.271691
5.8 0.345456
5.9 0.326898
6 0.224461
6.1 0.066807
6.2 -0.106769
6.3 -0.257049
6.4 -0.353784
6.5 -0.380936
6.6 -0.337758
6.7 -0.23637
6.8 -0.0971432
6.9 0.0565809
7 0.203162
7.1 0.325926
7.2 0.414735
7.3 0.466017
7.4 0.481687
7.5 0.467464
7.6 0.431067
7.7 0.380636
7.8 0.323573
7.9 0.265846
8 0.211729
8.1 0.163846
8.2 0.123429
8.3 0.0906553
8.4 0.0650027
8.5 0.0455519
8.6 0.0312271
8.7 0.0209586
8.8 0.013782
8.9 0.00888504
9 0.00561888
9.1 0.00348742
9.2 0.00212532
9.3 0.0012723
9.4 0.000748456
9.5 0.000432817
9.6 0.000246117
9.7 0.00013766
9.8 7.57562e-05
9.9 4.10284e-05
10 2.18729e-05
